crop,area_feddans,season,soil_type,region,seed_cost_egp,fertilizer_cost_egp,irrigation_cost_egp,labor_cost_egp,pesticide_cost_egp,profit_per_feddan_egp,price_egp_per_ton
Maize,231,Summer,Clay,North_Coast,0,5613,15799,13806,8543,29335,12855
Tomato,2,Summer,Clay,Delta,3264,2206,2907,3034,1979,63980,4677
Wheat,15,Winter,Loamy,Upper_Egypt,11539,9292,6868,7563,4921,46494,18412
Sugarcane,31,Summer,Loamy,Upper_Egypt,56586,90218,40474,52028,20752,113651,2500
Fava Beans,13,Winter,Clay,Sinai,33096,0,6590,11625,7042,23349,44537
Tomato,12,Nile,Sandy,Delta,20961,13924,0,21070,23714,52607,4627
Maize,236,Summer,Loamy,Upper_Egypt,20422,22155,304,2910,6739,30395,12902
Tomato,87,Summer,Sandy,North_Coast,23618,0,4598,0,6003,43968,4519
Tomato,7,Nile,Sandy,Upper_Egypt,10837,7828,8036,10701,6221,31318,4011
Sugarcane,70,Summer,Clay,Upper_Egypt,0,19001,64593,14871,0,94043,2500
Tomato,5,Nile,Loamy,Upper_Egypt,37989,52341,5009,0,13587,48427,4140
Fava Beans,61,Nile,Sandy,Upper_Egypt,10926,0,722,2208,4494,23424,44671
Wheat,34,Winter,Sandy,North_Coast,26760,3409,0,10780,0,23758,18301
Fava Beans,15,Winter,Loamy,North_Coast,7580,3826,4898,5272,2434,20318,44531
Tomato,80,Summer,Sandy,Delta,43087,4485,23369,64246,28416,47793,4201
Wheat,2,Winter,Loamy,Delta,1836,1451,967,1086,678,49120,17933
Tomato,50,Summer,Sandy,North_Coast,57539,47824,55825,64784,38674,22302,3654
Fava Beans,14,Winter,Loamy,Delta,4817,14189,7833,14397,0,31580,44342
Fava Beans,89,Winter,Calcareous,Delta,9034,808,1988,8177,0,22986,44452
Sugarcane,217,Summer,Sandy,Upper_Egypt,57745,52811,79468,0,1225,101080,2500
Maize,193,Summer,Sandy,North_Coast,9876,26410,8351,13182,0,30188,13306
Wheat,77,Winter,Clay,North_Coast,0,16560,0,6230,7665,20722,18201
Sugarcane,30,Summer,Clay,Upper_Egypt,45621,53351,39218,58311,15497,105691,2500
Fava Beans,19,Nile,Clay,Upper_Egypt,13289,7997,9243,6775,5205,24699,44284
Sugarcane,307,Summer,Clay,Upper_Egypt,19300,33886,21943,12510,13965,120555,2500
Fava Beans,27,Winter,Clay,Sinai,4216,13105,0,6109,4692,28210,44709
Tomato,31,Nile,Loamy,Upper_Egypt,25420,45308,18171,0,13460,33409,4971
Fava Beans,62,Nile,Loamy,Delta,12151,8382,2054,16868,2798,24103,44608
Fava Beans,44,Winter,Loamy,North_Coast,10701,3751,0,10909,6886,25390,44597
Sugarcane,90,Summer,Clay,Upper_Egypt,63167,16232,84760,2557,17450,121253,2500
Tomato,20,Summer,Sandy,Sinai,26485,19366,22200,28006,15951,18507,4563
Tomato,82,Nile,Clay,Delta,22511,17467,44762,43748,23645,42191,4700
Maize,265,Summer,Loamy,Delta,0,31196,4925,5691,8956,30823,12933
Fava Beans,11,Winter,Loamy,North_Coast,616,4975,8022,3826,5714,23116,44296
Sugarcane,20,Nile,Loamy,Upper_Egypt,36416,33818,28876,38352,8522,105113,2500
Sugarcane,425,Summer,Clay,NewLands,61264,29427,13018,9961,20232,102308,2500
Wheat,48,Winter,Clay,Upper_Egypt,31490,10071,421,27649,221,27132,18439
Fava Beans,13,Winter,Loamy,Upper_Egypt,5850,4085,9158,10147,1700,17518,44791
Fava Beans,3,Winter,Clay,NewLands,1639,891,888,1120,554,33331,44513
Sugarcane,15,Nile,Loamy,Upper_Egypt,28324,22988,23741,25995,7124,107506,2500
Sugarcane,296,Nile,Clay,NewLands,46979,49996,38186,43907,18671,106729,2500
Rice,56,Summer,Loamy,Delta,42505,31175,0,39363,17415,73774,22821
Rice,159,Summer,Clay,North_Coast,837,22831,0,20802,72,93118,22237
Fava Beans,30,Winter,Loamy,Sinai,13204,8462,7255,10051,5253,19734,44389
Potato,35,Winter,Loamy,North_Coast,59200,24851,37654,21884,2620,39985,6257
Rice,25,Summer,Loamy,North_Coast,0,21635,43284,0,3238,81425,23005
Tomato,59,Winter,Sandy,North_Coast,31965,2233,0,0,21878,28568,4830
Maize,50,Summer,Sandy,Delta,29160,23444,20085,21305,14767,27224,13074
Tomato,3,Summer,Loamy,North_Coast,3979,4068,4048,4735,2617,23379,4263
Fava Beans,66,Winter,Loamy,North_Coast,3281,12577,2845,1816,2563,22697,44825
Potato,30,Winter,Loamy,Sinai,52885,41737,37633,38584,14824,41102,5890
Cotton,1,Summer,Clay,Delta,14783,14694,13380,22786,15939,13998,31480
Tomato,49,Nile,Sandy,North_Coast,43579,35248,16391,43652,17597,21664,4242
Maize,251,Summer,Sandy,North_Coast,21120,4939,13706,2484,9163,41002,13221
Fava Beans,10,Winter,Clay,Sinai,5634,2779,2851,4378,1742,22832,44641
Sugarcane,392,Nile,Clay,Upper_Egypt,39011,41354,44885,48062,9378,84432,2500
Fava Beans,98,Winter,Loamy,Upper_Egypt,24328,1950,5842,9583,0,19782,44146
Sugarcane,384,Summer,Sandy,Upper_Egypt,35246,42059,4606,83827,0,93461,2500
Cotton,126,Summer,Sandy,Upper_Egypt,16793,14184,14400,0,15587,16224,31575
Maize,2,Summer,Calcareous,NewLands,1573,1436,1098,1132,647,30207,13171
Tomato,42,Nile,Loamy,North_Coast,14154,23166,0,0,16738,42832,4612
Potato,40,Winter,Loamy,NewLands,73955,43864,27576,10209,6421,28043,4927
Potato,10,Winter,Sandy,Delta,21402,13894,11395,12092,6073,41848,5519
Sugarcane,30,Nile,Clay,Upper_Egypt,52307,40941,44981,47416,15334,94908,2500
Rice,5,Summer,Clay,Delta,4321,3616,4453,3482,2171,90946,23236
Wheat,10,Winter,Sandy,North_Coast,7946,6817,4580,5866,3211,23495,18981
Wheat,57,Winter,Sandy,Upper_Egypt,33419,25582,9760,12790,3920,31346,18342
Potato,1,Nile,Loamy,North_Coast,2113,1870,1604,1574,713,34948,6185
Wheat,115,Winter,Clay,Delta,30624,44175,15507,0,203,37971,18418
Rice,277,Nile,Clay,Delta,7106,4491,12046,35014,8104,75050,22434
Fava Beans,71,Winter,Sandy,Delta,1273,3030,4754,11034,0,20480,44161
Tomato,85,Nile,Calcareous,Delta,59400,25720,41526,34681,12097,61759,4606
Wheat,97,Winter,Clay,Delta,33920,0,10718,0,9776,24834,18492
Tomato,93,Nile,Sandy,North_Coast,62912,38212,55300,1831,33795,50443,4147
Wheat,54,Winter,Loamy,Upper_Egypt,14338,0,8399,19601,17693,28196,17650
Cotton,13,Summer,Sandy,NewLands,24728,28952,7920,25220,1433,13654,30730
Tomato,41,Nile,Clay,Delta,16167,36295,54385,16932,18780,50496,4301
Sugarcane,149,Summer,Clay,NewLands,58904,25741,12364,16945,0,92466,2500
Cotton,100,Summer,Loamy,NewLands,104025,62112,42664,66743,47338,14791,32465
Wheat,121,Winter,Loamy,Delta,3025,26921,10699,24861,13497,23105,17404
Maize,2,Summer,Clay,Upper_Egypt,1533,1319,920,940,723,33564,12827
Maize,196,Summer,Loamy,North_Coast,0,5436,10391,11497,4224,22820,12964
Fava Beans,57,Winter,Sandy,Sinai,11447,13616,12519,1782,6428,23453,44720
Rice,368,Nile,Loamy,NewLands,35874,25627,21659,16047,1133,80043,22061
Sugarcane,69,Nile,Clay,Upper_Egypt,26491,14836,0,51571,15583,100105,2500
Maize,235,Summer,Loamy,Upper_Egypt,18172,1130,3906,5426,1300,42796,13061
Wheat,54,Winter,Clay,North_Coast,16011,4782,13375,25767,7286,36191,18365
Tomato,80,Nile,Clay,Delta,0,12505,22158,45412,18617,13976,4331
Potato,15,Winter,Clay,Delta,30351,22006,16862,17336,7710,36353,5687
Tomato,25,Nile,Clay,North_Coast,38380,0,5542,0,14531,44098,4876
Cotton,100,Summer,Clay,Upper_Egypt,0,5420,2306,5442,10583,9227,28342
Rice,42,Summer,Clay,Delta,19959,0,14808,0,4231,88671,23199
Rice,373,Nile,Loamy,North_Coast,209,0,19513,27994,8872,74214,22780
Maize,10,Summer,Calcareous,Upper_Egypt,5925,5529,4735,5366,3309,28885,12810
Rice,38,Summer,Clay,Delta,0,2471,4060,18973,9305,81430,24485
Potato,36,Winter,Loamy,North_Coast,0,9,29382,24007,7000,13304,6193
Rice,110,Summer,Clay,North_Coast,15635,0,9022,2651,1936,80716,23352
Cotton,24,Summer,Sandy,NewLands,48142,10927,24231,0,6469,17809,31444
Potato,40,Winter,Loamy,Delta,116089,35851,29605,23485,37781,40240,5105
Sugarcane,7,Nile,Clay,Upper_Egypt,14484,13735,10762,12136,3794,100183,2500
Sugarcane,263,Summer,Loamy,NewLands,0,17316,54218,84833,15678,106222,2500
Wheat,39,Winter,Clay,Delta,17123,22223,9303,7366,12249,42616,18049
Tomato,67,Nile,Loamy,Sinai,4881,42449,34249,63861,24352,49281,4216
Tomato,2,Nile,Sandy,North_Coast,3409,2382,2669,2920,1726,44611,4672
Sugarcane,292,Nile,Clay,Upper_Egypt,14730,93427,45084,76766,25713,95693,2500
Maize,57,Summer,Loamy,North_Coast,11862,0,17646,340,7079,31338,12976
Rice,50,Summer,Clay,Delta,35013,33102,30869,28730,18398,83812,22993
Tomato,90,Summer,Sandy,Upper_Egypt,0,26110,0,41943,40054,44679,3989
Sugarcane,456,Summer,Sandy,Upper_Egypt,35684,36694,0,33768,12463,97420,2500
Fava Beans,27,Winter,Sandy,Delta,11146,4254,5059,11735,11476,31719,44611
Fava Beans,70,Winter,Sandy,Delta,17648,246,4744,0,6170,15192,44606
Tomato,85,Winter,Calcareous,Sinai,2418,0,18053,6073,0,29084,5111
Sugarcane,458,Nile,Clay,Upper_Egypt,28072,10525,0,52501,337,94512,2500
Fava Beans,83,Winter,Calcareous,Upper_Egypt,13136,5906,18768,9647,3110,21003,44605
Tomato,40,Summer,Calcareous,Sinai,23785,26443,31079,36359,16255,55606,4293
Fava Beans,2,Winter,Loamy,NewLands,1428,590,773,996,432,21396,44680
Cotton,50,Nile,Sandy,Upper_Egypt,23471,25862,6570,37756,1989,11226,31281
Rice,8,Nile,Clay,North_Coast,0,30811,28921,7143,8797,76485,23122
Rice,10,Summer,Loamy,Delta,9604,7550,7448,5377,3958,78982,22805
Fava Beans,89,Winter,Clay,Upper_Egypt,17941,2,2132,0,5877,21807,44646
Tomato,83,Nile,Sandy,Delta,21709,29202,81491,11567,17797,35210,4700
Cotton,134,Summer,Sandy,Upper_Egypt,0,13812,12574,31885,8234,20637,28882
Rice,336,Summer,Loamy,Delta,17631,24228,7889,20908,15431,83239,22238
Maize,290,Summer,Clay,North_Coast,11137,20802,26197,5786,9437,34820,12942
Tomato,10,Summer,Sandy,Upper_Egypt,14144,10706,12598,12657,8161,37175,5080
Potato,80,Winter,Loamy,NewLands,0,34466,15753,27304,2974,18821,6623
Fava Beans,28,Winter,Sandy,North_Coast,1425,8927,2976,13865,0,26047,44333
Fava Beans,35,Winter,Loamy,North_Coast,25366,1969,1876,18583,1155,24565,44325
Potato,74,Winter,Sandy,Delta,70109,34040,19315,0,8446,26885,6699
Maize,42,Summer,Loamy,NewLands,10247,9223,17002,11431,19251,41276,12705
Rice,451,Summer,Loamy,Delta,9623,4551,38313,8921,6041,86229,23293
Fava Beans,2,Winter,Loamy,Upper_Egypt,1181,766,640,851,471,20492,44408
Maize,33,Summer,Sandy,Delta,13036,10444,0,6839,3586,37597,13475
Tomato,20,Nile,Clay,North_Coast,22684,20579,23775,22196,14542,31648,4080
Wheat,100,Winter,Calcareous,Upper_Egypt,63265,47377,33712,36973,23339,37316,18947
Cotton,103,Summer,Loamy,NewLands,0,0,6874,14800,15489,15119,30105
Cotton,58,Summer,Clay,Upper_Egypt,0,12364,0,0,12569,17738,30199
Rice,50,Summer,Loamy,Delta,40479,26085,32977,27630,15325,77285,21869
Tomato,40,Nile,Loamy,Delta,44792,35764,14203,59759,12730,42217,3453
Tomato,95,Nile,Loamy,Upper_Egypt,36978,46643,34856,47050,28557,44234,4321
Fava Beans,26,Winter,Sandy,Delta,0,3548,3423,20609,7730,37545,44538
Fava Beans,10,Winter,Loamy,North_Coast,6271,2678,3434,3782,1650,22253,44331
Sugarcane,252,Nile,Sandy,Upper_Egypt,0,34452,23006,46584,12346,107640,2500
Rice,10,Summer,Loamy,Delta,7367,5870,7091,6018,4366,74107,23323
Fava Beans,70,Winter,Clay,Sinai,0,10723,6633,13237,3740,26045,44586
Fava Beans,61,Winter,Sandy,North_Coast,14067,4021,14676,0,8765,18532,44480
Tomato,95,Nile,Clay,Delta,36522,1762,13662,0,39520,34027,4759
Wheat,82,Winter,Loamy,Sinai,6184,19637,7933,11742,4539,20490,17859
Cotton,15,Summer,Calcareous,Delta,14417,11972,8622,11017,6420,10783,29344
Wheat,50,Winter,Clay,Upper_Egypt,36586,27967,19267,25151,14761,52152,19184
Potato,53,Winter,Sandy,North_Coast,2874,10113,21171,23953,12159,36885,5986
Maize,100,Summer,Loamy,Upper_Egypt,64537,46478,31891,37976,25841,32448,13058
Wheat,128,Winter,Sandy,North_Coast,16777,2508,11411,35291,0,32271,19493
Sugarcane,265,Summer,Clay,Upper_Egypt,23510,34538,1309,66691,12760,101483,2500
Sugarcane,20,Nile,Clay,Upper_Egypt,36646,32722,29408,36654,11124,114602,2500
Cotton,10,Summer,Loamy,Delta,9726,7338,6209,8019,5662,20661,32184
Potato,51,Winter,Calcareous,Delta,0,5870,10676,386,0,43379,5753
Wheat,122,Winter,Clay,Upper_Egypt,11695,28667,7566,22800,5739,43695,18814
Maize,210,Summer,Sandy,Upper_Egypt,29302,4312,9317,19782,0,36294,12748
Fava Beans,20,Winter,Clay,Sinai,12011,5273,4862,7604,3720,22884,44398
Wheat,198,Winter,Clay,NewLands,0,8238,6394,12169,2112,23423,18591
Sugarcane,202,Summer,Clay,NewLands,48280,96007,0,1569,8389,93777,2500
Rice,15,Summer,Loamy,Delta,12373,9242,10630,7621,5260,82255,23644
Wheat,197,Winter,Loamy,Sinai,6900,2636,0,12556,0,19582,19148
Wheat,129,Winter,Loamy,North_Coast,15647,18851,8816,20571,11989,19779,18379
Fava Beans,65,Winter,Clay,Upper_Egypt,29856,17512,0,7183,4388,28417,44681
Rice,479,Summer,Loamy,Delta,0,10255,30511,12676,9282,74822,22804
Potato,4,Winter,Sandy,NewLands,16922,0,71392,24999,14581,32559,6479
Rice,487,Summer,Clay,NewLands,42315,9122,15838,0,3955,75082,23119
Sugarcane,269,Nile,Sandy,Upper_Egypt,0,37268,12438,2054,22382,116250,2500
Potato,32,Winter,Calcareous,North_Coast,0,0,2981,45009,0,37641,6196
Cotton,20,Summer,Loamy,Upper_Egypt,24033,15802,11584,12726,8351,19064,27588
Rice,94,Summer,Clay,Delta,30009,0,7917,0,0,84461,22355
Fava Beans,85,Winter,Loamy,Upper_Egypt,21677,3180,7976,2063,2182,28808,44516
Wheat,167,Winter,Sandy,Delta,13412,7136,14069,14574,3915,35987,17618
Potato,33,Winter,Loamy,NewLands,0,55125,23245,21785,9649,27861,6437
Sugarcane,184,Nile,Sandy,Upper_Egypt,37653,35276,40651,16825,4790,104643,2500
Fava Beans,24,Winter,Sandy,North_Coast,21701,2515,5707,9264,2490,30861,44550
Rice,185,Nile,Clay,Delta,37505,1088,25597,25049,13325,85335,22357
Maize,241,Summer,Clay,Upper_Egypt,10120,12226,0,12006,6599,32757,13409
Sugarcane,7,Summer,Clay,Upper_Egypt,14764,13929,10829,11903,3264,109972,2500
Sugarcane,160,Nile,Clay,Upper_Egypt,45023,80672,71760,94652,10444,97377,2500
Fava Beans,20,Winter,Calcareous,Upper_Egypt,5197,16661,5300,15251,7822,27800,44578
Potato,92,Winter,Clay,North_Coast,65143,21993,31684,23247,5353,34037,6065
Cotton,63,Summer,Clay,Upper_Egypt,51782,0,14908,7128,0,15946,30590
Cotton,147,Summer,Loamy,Upper_Egypt,0,11045,0,29707,15708,17178,29677
Rice,166,Nile,Clay,Delta,12025,39700,0,5590,16145,76726,22980
Sugarcane,3,Summer,Loamy,Upper_Egypt,5874,5058,4724,6556,1641,88772,2500
Fava Beans,87,Winter,Calcareous,North_Coast,10552,8790,6178,8743,2678,28635,44854
Tomato,40,Nile,Loamy,Delta,35985,30269,21486,37658,0,32001,3805
Tomato,75,Nile,Calcareous,Delta,8746,15224,19339,55149,1262,38318,4372
Potato,98,Winter,Clay,Sinai,55164,15836,40978,4129,92,51090,5247
Tomato,71,Nile,Sandy,North_Coast,14686,500,18003,29529,22270,24225,5114
Maize,186,Summer,Clay,Upper_Egypt,1618,0,0,4894,1798,38260,12859
Cotton,50,Summer,Sandy,NewLands,42442,34221,30004,35965,21314,11361,27816
Rice,2,Summer,Clay,Delta,1926,1332,1887,1463,890,67936,23367
Rice,144,Summer,Clay,Delta,25497,8542,22487,33122,3467,74107,24002
Cotton,99,Summer,Loamy,Delta,31648,22011,0,5821,12300,10582,30778
Cotton,86,Summer,Sandy,Upper_Egypt,50146,26443,20916,7124,11268,17176,30133
Tomato,69,Nile,Sandy,Delta,46427,5319,22676,14592,6743,44025,4596
Wheat,22,Winter,Sandy,NewLands,7003,9303,0,14115,9626,27822,19075
Cotton,62,Summer,Clay,NewLands,26483,3773,12176,4796,3377,10643,28616
Cotton,128,Nile,Clay,Delta,19329,19039,20669,3454,9711,19613,29687
Tomato,34,Nile,Loamy,Delta,59676,11138,47828,64058,8260,22489,4219
Sugarcane,489,Nile,Sandy,Upper_Egypt,13351,35816,10323,73042,15801,105447,2500
Tomato,86,Nile,Clay,Upper_Egypt,31347,38964,28926,29012,34944,38991,4274
Sugarcane,464,Nile,Loamy,NewLands,12099,0,19198,51454,13348,113012,2500
Fava Beans,86,Nile,Sandy,Delta,4182,5757,4296,5835,7644,23638,44586
Rice,100,Summer,Loamy,Delta,65835,62584,68276,46017,36502,83078,23370
Maize,5,Summer,Calcareous,NewLands,3171,2822,2058,2319,1676,22166,13064
Rice,7,Summer,Loamy,Delta,5973,4540,5936,4234,3085,65597,23301
Potato,91,Winter,Loamy,North_Coast,20002,0,16013,4254,12075,56638,5472
Maize,247,Nile,Clay,Delta,34764,20222,14315,6955,3754,22021,12936
Tomato,2,Nile,Loamy,Delta,3214,2775,2766,3328,1675,39025,4501
Tomato,91,Summer,Sandy,Upper_Egypt,17323,0,14771,21606,6380,22845,4539
Rice,414,Summer,Clay,Delta,36925,0,41111,21861,685,83546,23184
Maize,206,Nile,Loamy,Upper_Egypt,30672,10381,3277,16475,6470,31142,12984
Maize,3,Summer,Loamy,NewLands,2316,1926,1332,1526,1060,32802,12917
Cotton,8,Summer,Sandy,Delta,20725,15869,0,0,14708,19446,34284
Potato,20,Winter,Loamy,Sinai,40697,25440,25323,23708,10084,51630,6481
Tomato,100,Nile,Clay,Sinai,100156,103837,92749,121370,55926,39576,4598
Maize,274,Summer,Clay,Upper_Egypt,14598,2321,0,3517,5922,31847,12958
Fava Beans,10,Winter,Sandy,NewLands,5240,3374,3198,3708,1725,18793,44433
Fava Beans,81,Winter,Sandy,North_Coast,7765,7241,6321,0,125,22554,44481
Cotton,30,Summer,Sandy,Delta,27121,22718,15772,22729,15360,16986,30256
Cotton,50,Summer,Sandy,NewLands,55247,31083,30152,36243,21889,8832,27201
Fava Beans,81,Winter,Clay,Upper_Egypt,10285,0,9638,0,0,22134,44265
Wheat,7,Winter,Loamy,North_Coast,5874,4269,3026,3363,2086,40192,18111
Maize,30,Summer,Loamy,Upper_Egypt,18305,13776,10583,11665,8477,42235,13081
Potato,5,Winter,Clay,Sinai,10629,6901,7144,7987,3589,42516,5804
Wheat,39,Winter,Loamy,North_Coast,53482,0,1408,3394,1395,35668,19105
Cotton,78,Summer,Clay,NewLands,33101,24454,0,11999,26084,11826,27760
Sugarcane,483,Summer,Clay,Upper_Egypt,21928,17125,4795,29352,9794,92977,2500
Cotton,49,Summer,Calcareous,Delta,40832,0,21816,33585,15897,10410,31982
Wheat,126,Nile,Sandy,Delta,8903,8106,7473,5361,0,26695,18472
Wheat,49,Winter,Sandy,Sinai,10641,11440,5934,9383,12345,41517,18826
Cotton,59,Summer,Loamy,Delta,35467,7218,28445,16526,4146,14588,32729
Tomato,83,Winter,Sandy,Sinai,37167,44307,0,13730,6286,36937,4114
Maize,5,Summer,Loamy,North_Coast,3168,2972,2538,2813,1461,26215,12995
Cotton,28,Nile,Sandy,Delta,31995,36997,1834,28858,2910,13850,29462
Tomato,79,Nile,Clay,North_Coast,72934,10763,17127,50183,9193,45774,3562
Fava Beans,90,Winter,Clay,Delta,10166,2572,5936,8361,7087,23539,44454
Cotton,136,Summer,Sandy,Upper_Egypt,12659,14878,9269,10460,13203,19592,31083
Fava Beans,75,Winter,Clay,Delta,0,6131,14297,13710,7214,14825,44583
Cotton,128,Summer,Sandy,NewLands,4998,0,12250,18433,10323,19465,30715
Rice,357,Summer,Clay,Delta,25444,27674,4884,9768,16123,74074,22785
Rice,3,Summer,Clay,Delta,2568,2468,2847,1987,1201,77262,22624
Rice,20,Summer,Loamy,Delta,15252,11646,13701,11611,7987,76402,23729
Wheat,4,Winter,Loamy,Sinai,11237,25158,4818,733,10561,33344,18177
Wheat,187,Winter,Clay,Upper_Egypt,2906,17022,0,21339,3888,35014,18548
Cotton,7,Summer,Loamy,Delta,4654,23312,6913,10206,12774,13004,30074
Sugarcane,472,Summer,Sandy,NewLands,0,40447,45399,21997,20765,102941,2500
Tomato,27,Nile,Clay,Upper_Egypt,24769,67869,9659,44556,10299,42321,4842
Sugarcane,282,Summer,Clay,Upper_Egypt,46190,0,0,0,0,99670,2500
Rice,321,Summer,Clay,Delta,17107,17902,3699,20788,8392,81183,22318
Maize,192,Summer,Loamy,Delta,17060,5288,7539,17381,10433,28052,13185
Rice,100,Summer,Loamy,Delta,71574,64342,66541,44821,33116,85641,22963
Potato,51,Winter,Sandy,NewLands,0,0,39031,21564,17936,32323,5676
Wheat,33,Winter,Clay,Delta,35595,1136,0,9875,4080,38396,18887
Wheat,140,Winter,Sandy,Delta,29147,12764,13724,0,12765,41082,18498
Potato,86,Winter,Clay,North_Coast,18648,49598,31804,18216,23703,12687,5976
Fava Beans,69,Winter,Clay,North_Coast,19337,17003,0,13251,6865,26546,44619
Tomato,10,Summer,Clay,Upper_Egypt,14086,12388,13008,14042,8796,49630,4253
Maize,113,Nile,Loamy,Delta,11774,13116,13802,3683,0,35917,13462
Maize,2,Summer,Clay,NewLands,1685,1156,1077,1057,601,40723,12803
Sugarcane,387,Summer,Loamy,Upper_Egypt,138416,35683,48385,38314,12895,107270,2500
Cotton,50,Summer,Loamy,Upper_Egypt,48825,37028,24824,35030,21031,19306,31861
Sugarcane,2,Nile,Loamy,Upper_Egypt,4448,4204,3901,4583,1195,108047,2500
Maize,85,Summer,Clay,NewLands,3676,8283,8809,7163,9714,20823,12927
Tomato,7,Nile,Clay,North_Coast,8742,8632,9690,9061,6242,33270,4917
Fava Beans,46,Winter,Clay,Upper_Egypt,16439,0,371,21824,2801,25906,44675
Cotton,144,Summer,Loamy,Delta,16036,7966,8956,35859,2717,8512,29603
Cotton,30,Summer,Calcareous,Upper_Egypt,29778,23445,17714,18455,12342,10869,28812
Tomato,3,Summer,Calcareous,Sinai,43483,43197,0,48008,10713,47246,4836
Wheat,87,Winter,Sandy,Upper_Egypt,24512,0,15461,21264,0,33660,18966
Potato,32,Summer,Clay,Delta,38067,76871,45324,0,0,26730,5257
Fava Beans,100,Winter,Loamy,North_Coast,49394,22179,27111,28308,14881,35680,44320
Fava Beans,10,Winter,Loamy,Delta,4991,2977,2826,4410,1711,35219,44535
Wheat,194,Winter,Sandy,NewLands,961,0,10768,0,0,29663,18706
Maize,113,Summer,Calcareous,Delta,24627,0,7740,0,4761,22313,12939
Sugarcane,15,Summer,Clay,Upper_Egypt,26948,28305,24474,24749,7942,91503,2500
Rice,198,Summer,Clay,Delta,29047,27460,45015,0,1559,70236,22593
Cotton,4,Summer,Clay,Delta,0,17316,5709,0,14297,12913,26871
Maize,246,Summer,Sandy,Delta,13817,0,10694,4290,780,29676,12904
Fava Beans,20,Winter,Sandy,North_Coast,11000,6011,6323,8019,3167,16820,44511
Sugarcane,410,Summer,Loamy,Upper_Egypt,46029,86271,40139,35307,0,108097,2500
Rice,15,Summer,Loamy,Delta,12010,11205,10314,8251,6000,72918,22335
Cotton,2,Summer,Sandy,Upper_Egypt,2052,13157,6984,7959,22767,11647,27292
Wheat,58,Winter,Clay,Delta,6161,0,13855,27395,0,25169,18169
Fava Beans,5,Winter,Sandy,Sinai,35796,8685,13180,5126,3279,23477,44636
Wheat,2,Winter,Calcareous,NewLands,1644,1240,879,1247,630,29802,19000
Sugarcane,450,Summer,Loamy,Upper_Egypt,56147,39176,51422,0,20672,108447,2500
Sugarcane,100,Summer,Loamy,Upper_Egypt,155925,150775,121100,164490,43764,99942,2500
Tomato,73,Nile,Loamy,Delta,0,0,30330,44073,0,23189,3912
Maize,3,Summer,Loamy,Upper_Egypt,2238,1863,1600,1496,1129,36474,13162
Cotton,137,Summer,Clay,Delta,46722,30370,8940,34669,6795,10556,30738
Cotton,11,Summer,Clay,Delta,17713,23700,1253,4075,23908,12239,30407
Maize,5,Summer,Loamy,North_Coast,3596,2538,2338,2553,1722,33703,12460
Potato,7,Nile,Loamy,Sinai,18950,69600,20739,0,22676,24983,5433
Maize,126,Summer,Clay,NewLands,19393,1090,11579,7447,0,33913,13015
Wheat,5,Winter,Loamy,Sinai,4135,2860,2564,2881,1526,28366,18639
Tomato,17,Winter,Loamy,Sinai,23952,32072,31552,29870,21505,32811,4753
Wheat,7,Winter,Sandy,Upper_Egypt,6700,7389,928,0,765,28756,18478
Potato,43,Winter,Loamy,North_Coast,0,75653,0,48747,20627,30095,6141
Rice,3,Summer,Clay,Delta,2514,2206,2422,1990,1323,85129,23049
Maize,84,Summer,Sandy,Delta,10392,0,8788,20840,6675,28846,13215
Sugarcane,5,Nile,Clay,Upper_Egypt,11261,9873,8588,10600,2358,111512,2500
Sugarcane,100,Summer,Clay,Upper_Egypt,154404,148161,109900,161188,37228,103291,2500
Sugarcane,263,Nile,Sandy,Upper_Egypt,53438,36308,51149,68634,14232,96809,2500
Wheat,147,Winter,Clay,Sinai,10132,12295,11264,30660,21665,31831,18449
Wheat,168,Winter,Sandy,North_Coast,27877,3511,17839,12078,14209,15256,18638
Cotton,3,Summer,Clay,Upper_Egypt,4033,2715,1765,2670,1793,14916,30221
